"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 256, 'dim': (299, 299)}","[0.24390244483947754, 0.24390244483947754, 0.2515243887901306, 0.23780487477779388, 0.24695122241973877, 0.23323170840740204, 0.25, 0.24237805604934692, 0.24542683362960815, 0.24695122241973877]","[0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712, 0.04929577559232712]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 256, 'dim': (299, 299)}","[0.25457316637039185, 0.24542683362960815, 0.25, 0.25, 0.2400914579629898, 0.24542683362960815, 0.25, 0.24542683362960815, 0.25, 0.2294207364320755]","[0.1619718372821808, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077, 0.15492957830429077]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 256, 'dim': (299, 299)}","[0.25609755516052246, 0.24847561120986938, 0.24847561120986938, 0.2515243887901306, 0.2522865831851959, 0.2515243887901306, 0.2400914579629898, 0.2400914579629898, 0.2507621943950653, 0.24466463923454285]","[0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 256, 'dim': (299, 299)}","[0.2522865831851959, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519, 0.588652491569519]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 256, 'dim': (299, 299)}","[0.24847561120986938, 0.24390244483947754, 0.2393292635679245, 0.24466463923454285, 0.25, 0.24771341681480408, 0.24390244483947754, 0.23170731961727142, 0.23704268038272858, 0.24847561120986938]","[0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.04964539036154747]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 512, 'dim': (299, 299)}","[0.2507621943950653, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.23246951401233673, 0.2179878056049347, 0.24542683362960815]","[0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808, 0.1619718372821808]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 512, 'dim': (299, 299)}","[0.23704268038272858, 0.2385670691728592, 0.24161584675312042, 0.23475609719753265, 0.23704268038272858, 0.24161584675312042, 0.22789634764194489, 0.23628048598766327, 0.23780487477779388, 0.2385670691728592]","[0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536, 0.056338027119636536]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 512, 'dim': (299, 299)}","[0.26524388790130615, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.24085365235805511, 0.24695122241973877, 0.24542683362960815]","[0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747, 0.04964539036154747]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 512, 'dim': (299, 299)}","[0.26829269528388977, 0.25533536076545715, 0.25533536076545715, 0.25533536076545715, 0.2507621943950653, 0.25533536076545715, 0.25533536076545715, 0.25533536076545715, 0.25533536076545715, 0.25533536076545715]","[0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5744680762290955, 0.5744680762290955, 0.5744680762290955]"
"{'op': 'sgd', 'lo': 'sparse_categorical_crossentropy', 'nn': 512, 'dim': (299, 299)}","[0.26295730471611023, 0.24466463923454285, 0.25, 0.25, 0.24771341681480408, 0.2385670691728592, 0.24390244483947754, 0.25, 0.24847561120986938, 0.24542683362960815]","[0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837, 0.05673758685588837]"
