"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.6387832760810852, 0.73384028673172, 0.7414448857307434, 0.6730037927627563, 0.7585551142692566, 0.608364999294281, 0.76615971326828, 0.7585551142692566, 0.7072243094444275, 0.7072243094444275, 0.769961953163147, 0.7737642526626587, 0.7129277586936951, 0.7794677019119263, 0.7737642526626587]","[0.8141592741012573, 0.8141592741012573, 0.5840708017349243, 0.6371681690216064, 0.5486725568771362, 0.8495575189590454, 0.8407079577445984, 0.6548672318458557, 0.8584070801734924, 0.8318583965301514, 0.8495575189590454, 0.7876105904579163, 0.8318583965301514, 0.7168141603469849, 0.8407079577445984]","[0.6924034953117371, 0.6917067766189575, 0.6914151310920715, 0.6912866830825806, 0.6909009218215942, 0.6907402276992798, 0.6905170679092407, 0.6903640627861023, 0.6901846528053284, 0.6901459097862244, 0.6898209452629089, 0.6894944906234741, 0.689365029335022, 0.6891174912452698, 0.6889727711677551]","[0.6918001174926758, 0.6914320588111877, 0.6914055943489075, 0.6910783052444458, 0.6911216378211975, 0.6902210712432861, 0.6900639533996582, 0.6903824210166931, 0.6895186305046082, 0.6893863081932068, 0.6892821192741394, 0.6894118785858154, 0.6886352896690369, 0.689284086227417, 0.6884720921516418]",0.8450704216957092,0.6900332570075989
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.6692014932632446, 0.7224334478378296, 0.73384028673172, 0.7034220695495605, 0.7623574137687683, 0.7186312079429626, 0.7471482753753662, 0.6863117814064026, 0.7775665521621704, 0.7642585635185242, 0.8003802299499512, 0.76615971326828, 0.7433460354804993, 0.7984790802001953, 0.7946767807006836]","[0.6371681690216064, 0.6460176706314087, 0.7079645991325378, 0.76106196641922, 0.6902654767036438, 0.7256637215614319, 0.7256637215614319, 0.8230088353157043, 0.8318583965301514, 0.76106196641922, 0.6902654767036438, 0.7345132827758789, 0.8141592741012573, 0.769911527633667, 0.752212405204773]","[0.692523181438446, 0.6916449666023254, 0.6911575794219971, 0.6908531785011292, 0.6905779242515564, 0.6903215646743774, 0.6900568604469299, 0.68985515832901, 0.6897092461585999, 0.6894740462303162, 0.6890910863876343, 0.6890160441398621, 0.6889210939407349, 0.6885647177696228, 0.6884321570396423]","[0.6921669840812683, 0.6917003393173218, 0.6912338733673096, 0.6908005475997925, 0.6908387541770935, 0.6904348134994507, 0.6901707053184509, 0.6897184252738953, 0.6895297169685364, 0.6893949508666992, 0.6897413730621338, 0.6891986131668091, 0.6886111497879028, 0.6885587573051453, 0.6883693337440491]",0.7746478915214539,0.689851701259613
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5667939186096191, 0.5324427485466003, 0.6049618124961853, 0.694656491279602, 0.6431297659873962, 0.5916030406951904, 0.6736640930175781, 0.5343511700630188, 0.6545801758766174, 0.5992366671562195, 0.6087786555290222, 0.5858778357505798, 0.6393129825592041, 0.7041984796524048, 0.7156488299369812]","[0.4336283206939697, 0.7079645991325378, 0.6725663542747498, 0.4690265357494354, 0.4601770043373108, 0.5398229956626892, 0.4247787594795227, 0.5221238732337952, 0.44247788190841675, 0.5309734344482422, 0.4955752193927765, 0.4955752193927765, 0.7345132827758789, 0.5309734344482422, 0.7433628439903259]","[0.6927392482757568, 0.6921448111534119, 0.691901683807373, 0.6915068030357361, 0.6913068294525146, 0.6912740468978882, 0.6908083558082581, 0.6907287240028381, 0.6906542778015137, 0.6903108358383179, 0.6900940537452698, 0.6900217533111572, 0.6897234320640564, 0.68964684009552, 0.6894137263298035]","[0.6928691267967224, 0.6921973824501038, 0.692003071308136, 0.6923666000366211, 0.6924194693565369, 0.6918121576309204, 0.6928480863571167, 0.6916977763175964, 0.6922202706336975, 0.6913782358169556, 0.6915774941444397, 0.691517174243927, 0.6902848482131958, 0.6909582614898682, 0.6897497773170471]",0.7605633735656738,0.6896843910217285
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5248091816902161, 0.6393129825592041, 0.6622137427330017, 0.5534350872039795, 0.5438931584358215, 0.5610687136650085, 0.7519084215164185, 0.7824427485466003, 0.7538167834281921, 0.6870229244232178, 0.7767175436019897, 0.7996183037757874, 0.8091602921485901, 0.8129770755767822, 0.8034350872039795]","[0.6194690465927124, 0.6194690465927124, 0.4955752193927765, 0.6106194853782654, 0.6106194853782654, 0.5929203629493713, 0.8230088353157043, 0.6902654767036438, 0.6902654767036438, 0.769911527633667, 0.7876105904579163, 0.769911527633667, 0.7433628439903259, 0.7964601516723633, 0.7256637215614319]","[0.6926189064979553, 0.6918966174125671, 0.6915202140808105, 0.6911777257919312, 0.690852165222168, 0.6907449960708618, 0.6908382177352905, 0.6903020143508911, 0.6901227235794067, 0.6899058818817139, 0.6897003650665283, 0.689565896987915, 0.6891896724700928, 0.6889843940734863, 0.6887800097465515]","[0.692433774471283, 0.692103922367096, 0.6921476721763611, 0.691676914691925, 0.6915323734283447, 0.6905196905136108, 0.6903234720230103, 0.6907593011856079, 0.6905297636985779, 0.6898713111877441, 0.6896302103996277, 0.6893957853317261, 0.6893746852874756, 0.6888595223426819, 0.6890411376953125]",0.8309859037399292,0.6904386878013611
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.6488549709320068, 0.6965649127960205, 0.7366412281990051, 0.7309160232543945, 0.7270992398262024, 0.6011450290679932, 0.6431297659873962, 0.7690839767456055, 0.7003816962242126, 0.732824444770813, 0.6736640930175781, 0.6851145029067993, 0.7156488299369812, 0.6870229244232178, 0.7633587718009949]","[0.76106196641922, 0.8495575189590454, 0.8495575189590454, 0.769911527633667, 0.4247787594795227, 0.752212405204773, 0.7079645991325378, 0.769911527633667, 0.7079645991325378, 0.7964601516723633, 0.7964601516723633, 0.7079645991325378, 0.6814159154891968, 0.8141592741012573, 0.7964601516723633]","[0.6924517154693604, 0.6917931437492371, 0.6914377212524414, 0.6911652088165283, 0.6910313367843628, 0.6907727122306824, 0.6906110048294067, 0.6904796361923218, 0.6902936100959778, 0.6900873780250549, 0.6899480223655701, 0.6898950338363647, 0.6896635890007019, 0.6894626617431641, 0.6893522143363953]","[0.692164421081543, 0.6917071342468262, 0.6914091110229492, 0.6914313435554504, 0.692375898361206, 0.691199779510498, 0.6903563141822815, 0.690228283405304, 0.6909099221229553, 0.6905620098114014, 0.6905634999275208, 0.6905881762504578, 0.6905919909477234, 0.6900151371955872, 0.6900404095649719]",0.8098591566085815,0.6916243433952332
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7908745408058167, 0.8631178736686707, 0.9068440794944763, 0.9410646557807922, 0.9562737345695496, 0.9619771838188171, 0.9676806330680847, 0.9619771838188171, 0.9714828729629517, 0.9771863222122192, 0.9733840227127075, 0.9771863222122192, 0.9676806330680847, 0.9619771838188171, 0.9714828729629517]","[0.769911527633667, 0.8407079577445984, 0.8938053250312805, 0.9203540086746216, 0.9734513163566589, 0.9469026327133179, 0.9646017551422119, 0.9646017551422119, 0.9734513163566589, 0.9734513163566589, 0.982300877571106, 0.9646017551422119, 0.9469026327133179, 1.0, 0.991150438785553]","[0.5291867852210999, 0.3482477366924286, 0.22862935066223145, 0.1584734171628952, 0.12094878405332565, 0.10267668962478638, 0.08659965544939041, 0.08997100591659546, 0.08170012384653091, 0.0740201473236084, 0.0696500837802887, 0.07257883250713348, 0.09160672128200531, 0.0930807888507843, 0.07989542186260223]","[0.48953813314437866, 0.3431737422943115, 0.2296752631664276, 0.16127778589725494, 0.09627952426671982, 0.13622161746025085, 0.08680890500545502, 0.10679104179143906, 0.05320389196276665, 0.06516355276107788, 0.06734992563724518, 0.0875261053442955, 0.1391870230436325, 0.0603288933634758, 0.04991341754794121]",0.98591548204422,0.09357646852731705
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7566539645195007, 0.8574144244194031, 0.9087452292442322, 0.9486691951751709, 0.9619771838188171, 0.9581748843193054, 0.9657794833183289, 0.9695817232131958, 0.982889711856842, 0.980988621711731, 0.980988621711731, 0.9771863222122192, 0.980988621711731, 0.9847908616065979, 0.9790874719619751]","[0.8495575189590454, 0.8938053250312805, 0.9380530714988708, 0.9292035102844238, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9380530714988708, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649]","[0.5582605600357056, 0.3365288972854614, 0.2084900289773941, 0.12185589224100113, 0.11159393936395645, 0.10110350698232651, 0.08988656848669052, 0.08493080735206604, 0.05620933696627617, 0.05126236006617546, 0.05418873578310013, 0.057072076946496964, 0.0470387302339077, 0.052490655332803726, 0.05319613590836525]","[0.3722386956214905, 0.28511762619018555, 0.1882837414741516, 0.2469538450241089, 0.13244861364364624, 0.13787640631198883, 0.16935689747333527, 0.1495584100484848, 0.1490994244813919, 0.1638559103012085, 0.1737699657678604, 0.17264138162136078, 0.1847289651632309, 0.17906591296195984, 0.18652036786079407]",0.9577465057373047,0.11162804067134857
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7938931584358215, 0.8568702340126038, 0.9045801758766174, 0.9427480697631836, 0.9561068415641785, 0.9522900581359863, 0.9656488299369812, 0.9656488299369812, 0.9675572514533997, 0.9599236845970154, 0.9484732747077942, 0.9713740348815918, 0.9694656729698181, 0.9770992398262024, 0.9675572514533997]","[0.8672566413879395, 0.9292035102844238, 0.9734513163566589, 0.991150438785553, 0.991150438785553, 0.9646017551422119, 0.991150438785553, 0.9734513163566589, 0.9734513163566589, 0.991150438785553, 0.991150438785553, 1.0, 0.982300877571106, 0.982300877571106, 0.982300877571106]","[0.5463278293609619, 0.3653917908668518, 0.2205318957567215, 0.15859676897525787, 0.11508308351039886, 0.11327820271253586, 0.0963747501373291, 0.09527041763067245, 0.10234107822179794, 0.11942221224308014, 0.11995048820972443, 0.08738548308610916, 0.07369588315486908, 0.06672225892543793, 0.0734645277261734]","[0.2859950065612793, 0.18006160855293274, 0.08861713856458664, 0.04770004749298096, 0.03139542415738106, 0.08383882790803909, 0.03356163203716278, 0.06509909778833389, 0.0601850301027298, 0.033054813742637634, 0.04035457223653793, 0.021893389523029327, 0.03162048012018204, 0.03291437029838562, 0.036906301975250244]",0.98591548204422,0.08192005753517151
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.6622137427330017, 0.864503800868988, 0.8912213444709778, 0.9255725145339966, 0.9236640930175781, 0.9541984796524048, 0.9389312863349915, 0.9694656729698181, 0.9732824563980103, 0.9770992398262024, 0.9618320465087891, 0.9751908183097839, 0.9751908183097839, 0.9732824563980103, 0.982824444770813]","[0.8053097128868103, 0.8849557638168335, 0.8849557638168335, 0.9203540086746216, 0.9380530714988708, 0.9026548862457275, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9734513163566589, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.982300877571106]","[0.6269240975379944, 0.35820406675338745, 0.2749849855899811, 0.17628701031208038, 0.19733674824237823, 0.12773753702640533, 0.13721905648708344, 0.09334152936935425, 0.07350723445415497, 0.0737389475107193, 0.07594166696071625, 0.06385692209005356, 0.060064636170864105, 0.05896948650479317, 0.05428021028637886]","[0.45347943902015686, 0.28127309679985046, 0.22071045637130737, 0.18618544936180115, 0.16730597615242004, 0.2430858314037323, 0.11572369933128357, 0.11199992895126343, 0.11899314075708389, 0.09156444668769836, 0.09815091639757156, 0.09724816679954529, 0.09913326054811478, 0.10312992334365845, 0.09426218271255493]",0.9929577708244324,0.0617043673992157
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7480915784835815, 0.8377862572669983, 0.8988549709320068, 0.9160305261611938, 0.9561068415641785, 0.9770992398262024, 0.9713740348815918, 0.9637404680252075, 0.9465649127960205, 0.9656488299369812, 0.9732824563980103, 0.9713740348815918, 0.9790076613426208, 0.9866412281990051, 0.9751908183097839]","[0.769911527633667, 0.8938053250312805, 0.8761062026023865, 0.9380530714988708, 0.9469026327133179, 0.9469026327133179, 0.9557521939277649, 0.9557521939277649, 0.9292035102844238, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649, 0.9557521939277649]","[0.5600674748420715, 0.3554632365703583, 0.25269463658332825, 0.19641631841659546, 0.12799805402755737, 0.08078888058662415, 0.0772847905755043, 0.08885394781827927, 0.13203686475753784, 0.0909515842795372, 0.0665731281042099, 0.06209956482052803, 0.05479028448462486, 0.04128371551632881, 0.049533940851688385]","[0.4997633099555969, 0.30008751153945923, 0.24352508783340454, 0.17039310932159424, 0.13461993634700775, 0.1302551031112671, 0.17592978477478027, 0.12885558605194092, 0.1887696385383606, 0.13185229897499084, 0.1352039873600006, 0.14085423946380615, 0.1467074304819107, 0.13790316879749298, 0.13944458961486816]",0.9577465057373047,0.1366584599018097
