"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.4908536672592163, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.4984756112098694, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823, 0.577464759349823]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.48323169350624084, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5030487775802612, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5213414430618286, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849, 0.5815602540969849]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.8384146094322205, 0.9588414430618286, 0.9832317233085632, 0.9817073345184326, 0.9847561120986938, 0.9893292784690857, 0.9984756112098694, 0.9969512224197388, 0.9984756112098694, 1.0]","[0.922535240650177, 0.9647887349128723, 0.9577465057373047, 0.9436619877815247, 0.9507042169570923, 0.9436619877815247, 0.9577465057373047, 0.9647887349128723, 0.9718309640884399, 0.9788732528686523]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7637194991111755, 0.9435975551605225, 0.9679877758026123, 0.9725610017776489, 0.9847561120986938, 0.9786585569381714, 0.9878048896789551, 0.9878048896789551, 0.9908536672592163, 0.9954268336296082]","[0.9507042169570923, 0.98591548204422, 0.9788732528686523, 0.98591548204422, 0.9788732528686523, 0.9718309640884399, 0.9788732528686523, 0.9295774698257446, 0.9507042169570923, 0.9366196990013123]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7743902206420898, 0.9283536672592163, 0.9664633870124817, 0.9817073345184326, 0.9878048896789551, 0.9954268336296082, 1.0, 1.0, 1.0, 1.0]","[0.7872340679168701, 0.9645389914512634, 0.9503546357154846, 0.9716312289237976, 0.9645389914512634, 0.9645389914512634, 0.9645389914512634, 0.9645389914512634, 0.9645389914512634, 0.9645389914512634]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.8201219439506531, 0.9344512224197388, 0.9771341681480408, 0.9634146094322205, 0.9817073345184326, 0.9939024448394775, 0.9939024448394775, 0.9939024448394775, 0.9969512224197388, 1.0]","[0.8156028389930725, 0.9716312289237976, 0.957446813583374, 0.957446813583374, 0.9716312289237976, 0.957446813583374, 0.9645389914512634, 0.957446813583374, 0.957446813583374, 0.957446813583374]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.8628048896789551, 0.9268292784690857, 0.9679877758026123, 0.9786585569381714, 0.9893292784690857, 0.9908536672592163, 0.9954268336296082, 0.9969512224197388, 0.9969512224197388, 0.9984756112098694]","[0.957446813583374, 0.957446813583374, 0.9503546357154846, 0.957446813583374, 0.9503546357154846, 0.9432623982429504, 0.936170220375061, 0.9432623982429504, 0.936170220375061, 0.9432623982429504]"
