"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5049341917037964, 0.5, 0.5, 0.5, 0.5]","[0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5616776347160339, 0.5674341917037964, 0.5740131735801697, 0.5855262875556946, 0.5024670958518982]","[0.5824915766716003, 0.5521885752677917, 0.5117844939231873, 0.5117844939231873, 0.5185185074806213]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5024670958518982, 0.5164473652839661, 0.5074012875556946, 0.5106908082962036, 0.49177631735801697]","[0.5117844939231873, 0.4983164966106415, 0.5117844939231873, 0.4983164966106415, 0.5117844939231873]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5098684430122375, 0.5, 0.5, 0.5, 0.5]","[0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.49013158679008484, 0.5, 0.5, 0.5, 0.5]","[0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.5583881735801697, 0.8980262875556946, 0.9893091917037964, 1.0, 1.0]","[0.875420868396759, 0.9629629850387573, 1.0, 1.0, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.6159539222717285, 0.8560855388641357, 0.9580591917037964, 0.9975329041481018, 1.0]","[0.8383838534355164, 0.872053861618042, 0.9932659864425659, 1.0, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.5723684430122375, 0.7886512875556946, 0.9259868264198303, 0.9769737124443054, 0.9950658082962036]","[0.7373737096786499, 0.8417508602142334, 0.9730639457702637, 0.9831649661064148, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.5962170958518982, 0.8511512875556946, 0.9646381735801697, 0.9950658082962036, 1.0]","[0.8148148059844971, 0.8787878751754761, 0.9932659864425659, 1.0, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.5263158082962036, 0.8001644611358643, 0.9736841917037964, 1.0, 1.0]","[0.7710437774658203, 0.9528619647026062, 0.996632993221283, 1.0, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.6085526347160339, 0.65625, 0.7434210777282715, 0.9251644611358643, 0.9375]","[0.5993266105651855, 0.7912458181381226, 0.5690235495567322, 0.9764309525489807, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.5945723652839661, 0.6842105388641357, 0.6282894611358643, 0.5559210777282715, 0.6060855388641357]","[0.8383838534355164, 0.7643097639083862, 0.747474730014801, 0.5555555820465088, 0.5185185074806213]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.5189144611358643, 0.6184210777282715, 0.5756579041481018, 0.5657894611358643, 0.6389802694320679]","[0.5791245698928833, 0.48821547627449036, 0.5252525210380554, 0.5387205481529236, 0.7811447978019714]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.5649670958518982, 0.6743420958518982, 0.6842105388641357, 0.6620065569877625, 0.8059210777282715]","[0.48821547627449036, 0.5117844939231873, 0.7643097639083862, 0.8181818127632141, 0.6430976390838623]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.5353618264198303, 0.5945723652839661, 0.5896381735801697, 0.6398026347160339, 0.7623355388641357]","[0.5117844939231873, 0.5117844939231873, 0.6531986594200134, 0.5151515007019043, 0.9225589036941528]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.48766446113586426, 0.47203946113586426, 0.4819079041481018, 0.5, 0.5057565569877625]","[0.5117844939231873, 0.5117844939231873, 0.5117844939231873, 0.48821547627449036, 0.48821547627449036]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5, 0.48273026943206787, 0.4868420958518982, 0.4950657784938812, 0.5016447305679321]","[0.5117844939231873, 0.5117844939231873, 0.5117844939231873, 0.5117844939231873, 0.5117844939231873]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.4975329041481018, 0.5, 0.5, 0.5, 0.5]","[0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036, 0.48821547627449036]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5435855388641357, 0.5049341917037964, 0.5370065569877625, 0.5115131735801697, 0.5090460777282715]","[0.6161616444587708, 0.5151515007019043, 0.6094276309013367, 0.5117844939231873, 0.5252525210380554]"
