"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5, 0.5027438998222351, 0.49298781156539917, 0.5079268217086792, 0.4908536672592163]","[0.4186704456806183, 0.4115982949733734, 0.5799151062965393, 0.4200848639011383, 0.4200848639011383]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.4945122003555298, 0.5, 0.5, 0.5, 0.5]","[0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.49268293380737305, 0.5, 0.5, 0.5, 0.5]","[0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.4856707453727722, 0.497560977935791, 0.5082316994667053, 0.4987804889678955, 0.4731707274913788]","[0.5799151062965393, 0.4200848639011383, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5012195110321045, 0.5, 0.5, 0.5, 0.5]","[0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7545731663703918, 0.9182927012443542, 0.98506098985672, 0.9981707334518433, 0.9984756112098694]","[0.893917977809906, 0.9943422675132751, 0.99858558177948, 0.99858558177948, 0.99858558177948]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7506097555160522, 0.9207317233085632, 0.9804878234863281, 0.9890244007110596, 0.977743923664093]","[0.8712871074676514, 0.9575672149658203, 0.9957567453384399, 0.9688826203346252, 0.9943422675132751]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.8335365653038025, 0.9695122241973877, 0.9981707334518433, 0.9996951222419739, 1.0]","[0.9547383189201355, 0.9957567453384399, 0.99858558177948, 1.0, 1.0]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7567073106765747, 0.7911585569381714, 0.9216463565826416, 0.9856707453727722, 0.9966463446617126]","[0.4738330841064453, 0.906647801399231, 0.9900990128517151, 0.985855758190155, 0.99858558177948]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'adam', 'lo': 'binary_crossentropy'}","[0.7060975432395935, 0.9118902683258057, 0.9789634346961975, 0.9460365772247314, 0.6353658437728882]","[0.8755304217338562, 0.9886845946311951, 0.9929278492927551, 0.9886845946311951, 0.5855728387832642]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.602743923664093, 0.732621967792511, 0.8500000238418579, 0.8929877877235413, 0.935060977935791]","[0.8415841460227966, 0.5813295841217041, 0.9462517499923706, 0.9830268621444702, 0.9915134310722351]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.6655488014221191, 0.7838414907455444, 0.8295731544494629, 0.8981707096099854, 0.9457316994667053]","[0.8882602453231812, 0.9108911156654358, 0.9405940771102905, 0.987270176410675, 0.985855758190155]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.5929877758026123, 0.6228658556938171, 0.6625000238418579, 0.7432926893234253, 0.829878032207489]","[0.5813295841217041, 0.7369165420532227, 0.7637906670570374, 0.9024045467376709, 0.9448373317718506]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.6097561120986938, 0.6557926535606384, 0.7079268097877502, 0.8435975313186646, 0.8905487656593323]","[0.5657708644866943, 0.6265912055969238, 0.7595474123954773, 0.9575672149658203, 0.908062219619751]"
"{'nol': 3, 'nod': 2, 'af': 'relu', 'op': 'rmsprop', 'lo': 'binary_crossentropy'}","[0.652134120464325, 0.6134146451950073, 0.757317066192627, 0.8539634346961975, 0.9082317352294922]","[0.6011315584182739, 0.8811880946159363, 0.893917977809906, 0.9363507628440857, 0.985855758190155]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.502439022064209, 0.5, 0.5, 0.5, 0.5]","[0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.5003048777580261, 0.5015243887901306, 0.5542683005332947, 0.5466463565826416, 0.5868902206420898]","[0.5799151062965393, 0.5968882441520691, 0.4200848639011383, 0.6237623691558838, 0.6407355070114136]"
"{'nol': 3, 'nod': 3, 'af': 'relu', 'op': 'sgd', 'lo': 'binary_crossentropy'}","[0.49817073345184326, 0.5, 0.5, 0.5, 0.5]","[0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393, 0.5799151062965393]"
